,Z,N,M_ex,Esh,alpha2,alpha4,alpha6,S_Z0N1,S_Z0N2,S_Z1N0,S_Z2N0,exist
1119,43,80,-24.97,-3.59,0.03,-0.018,0.005,4.420999999999998,7.441999999999997,16.079,35.328,True
1120,43,81,-19.87,-4.6,0.015,-0.007,0.0,2.971000000000002,7.3919999999999995,16.659,35.948,True
1121,43,82,-16.22,-5.75,0.004,0.0,0.0,4.420999999999998,7.3919999999999995,16.749,36.628,True
1122,43,83,-8.82,-4.79,0.014,0.009,0.001,0.6710000000000012,5.091999999999999,17.289,37.138000000000005,True
1123,43,84,-2.84,-3.94,0.026,0.016,0.001,2.0909999999999993,2.7620000000000005,17.329,37.727999999999994,True
1124,43,85,4.58,-3.29,0.038,0.022,0.001,0.6509999999999998,2.741999999999999,17.878999999999998,38.378,True
1125,43,86,10.71,-2.62,0.047,0.02,-0.007,1.940999999999999,2.5919999999999987,17.918999999999997,38.977999999999994,True
1126,43,87,18.34,-2.06,0.054,0.01,-0.012,0.4410000000000007,2.3819999999999997,18.539,39.698,True
1127,43,88,24.83,-1.34,0.057,-0.001,-0.015,1.5810000000000013,2.022000000000002,18.559000000000005,40.238,True
1128,43,89,32.8,-0.74,0.079,0.03,-0.004,0.10100000000000087,1.6820000000000022,19.129000000000005,40.988,True
1129,43,90,39.38,-0.24,0.084,0.028,-0.008,1.4909999999999943,1.5919999999999952,19.138999999999996,41.51799999999999,True
1130,43,91,47.52,0.25,0.091,0.026,-0.012,-0.06900000000000084,1.4219999999999935,19.628999999999998,42.01799999999999,False
1131,43,92,54.24,0.6,0.102,0.035,-0.007,1.3510000000000009,1.282,19.659,42.538,True
1132,43,93,62.46,0.9,0.11,0.035,-0.011,-0.14899999999999913,1.2020000000000017,20.148999999999994,43.038,False
1133,43,94,69.32,1.11,0.121,0.039,-0.01,1.2110000000000074,1.0620000000000083,20.159000000000006,43.56800000000001,True
1134,43,95,77.64,1.24,0.128,0.042,-0.011,-0.24900000000000766,0.9619999999999997,20.629000000000005,43.97800000000001,False
1135,43,96,84.6,1.29,0.137,0.043,-0.014,1.111000000000006,0.8619999999999983,20.679000000000002,44.528000000000006,True
1136,43,97,93.02,1.27,0.143,0.041,-0.013,-0.349000000000002,0.762000000000004,21.13900000000001,45.05800000000001,False
1137,43,98,100.17,1.24,0.147,0.037,-0.017,0.920999999999994,0.5719999999999921,21.179000000000002,45.57799999999999,True
1138,43,99,108.81,1.19,0.15,0.034,-0.013,-0.5690000000000008,0.3519999999999932,21.649,46.087999999999994,False
1139,43,100,116.08,1.04,0.157,0.031,-0.021,0.8010000000000037,0.23200000000000287,21.739000000000004,46.738000000000014,True
1140,43,101,124.89,0.94,0.16,0.024,-0.024,-0.7390000000000025,0.062000000000001165,22.248999999999995,47.36800000000001,False
1141,44,42,-41.33,-0.9,0.138,-0.018,-0.013,17.120999999999995,31.791999999999998,1.1489999999999991,0.29799999999999827,True
1142,44,43,-47.3,-1.46,0.128,-0.026,-0.013,14.040999999999999,31.161999999999995,1.7889999999999997,2.7979999999999983,True
1143,44,44,-55.55,-2.07,0.12,-0.017,-0.016,16.320999999999998,30.362,3.609,5.237999999999996,True
1144,44,45,-59.51,-2.34,0.104,-0.019,-0.013,12.031,28.352,3.7689999999999966,6.107999999999993,True
1145,44,46,-65.65,-2.55,0.091,-0.026,-0.007,14.211000000000007,26.242000000000008,4.529000000000009,6.968,True
1146,44,47,-68.76,-2.79,0.074,-0.031,0.001,11.181,25.392000000000007,4.609000000000007,7.768000000000011,True
1147,44,48,-74.26,-3.2,0.049,-0.028,0.006,13.571,24.752,5.30900000000001,8.518000000000011,True
1148,44,49,-77.03,-3.86,0.024,-0.011,0.003,10.840999999999996,24.411999999999995,5.388999999999994,9.258000000000006,True
1149,44,50,-82.37,-4.92,0.006,0.0,0.0,13.411000000000003,24.252,6.148999999999999,10.157999999999998,True
1150,44,51,-82.91,-4.08,0.022,0.015,0.002,8.610999999999992,22.021999999999995,6.278999999999995,11.028000000000002,True
1151,44,52,-85.84,-3.47,0.04,0.017,-0.004,11.001000000000007,19.612,7.019000000000004,11.907999999999998,True
1152,44,53,-85.93,-2.87,0.057,0.02,-0.006,8.161000000000003,19.16200000000001,7.139000000000008,12.84800000000001,True
1153,44,54,-88.2,-2.32,0.071,0.02,-0.004,10.340999999999996,18.502,7.909000000000004,13.858,True
1154,44,55,-87.73,-1.81,0.082,0.018,-0.01,7.601000000000001,17.941999999999997,8.049000000000005,14.687999999999999,True
1155,44,56,-89.41,-1.35,0.091,0.01,-0.011,9.750999999999992,17.351999999999993,8.758999999999999,15.617999999999991,True
1156,44,57,-88.36,-0.87,0.096,0.003,-0.01,7.021000000000003,16.771999999999995,8.849000000000002,16.457999999999995,True
1157,44,58,-89.53,-0.54,0.11,0.0,-0.019,9.241000000000001,16.262000000000004,9.649,17.347999999999995,True
1158,44,59,-87.96,-0.14,0.113,-0.006,-0.016,6.500999999999992,15.741999999999994,9.728999999999997,18.067999999999994,True
1159,44,60,-88.53,0.18,0.119,-0.01,-0.019,8.641000000000007,15.142,10.368999999999998,18.788000000000007,True
1160,44,61,-86.51,0.49,0.124,-0.016,-0.02,6.051000000000004,14.69200000000001,10.349000000000002,19.438,True
1161,44,62,-86.58,0.73,0.134,-0.013,-0.014,8.140999999999993,14.191999999999997,11.008999999999999,20.037999999999993,True
1162,44,63,-84.21,0.85,0.162,0.017,-0.008,5.700999999999995,13.841999999999988,10.968999999999992,20.657999999999998,True
1163,44,64,-84.12,0.7,0.171,0.014,-0.012,7.9810000000000105,13.682000000000006,11.659000000000004,21.418000000000003,True
1164,44,65,-81.53,0.54,0.175,0.006,-0.015,5.480999999999996,13.462000000000007,11.739000000000003,22.148000000000007,True
1165,44,66,-80.94,0.36,0.173,-0.006,-0.012,7.480999999999996,12.961999999999993,12.338999999999997,22.888,True
1166,44,67,-77.93,0.13,0.179,-0.015,-0.019,5.061000000000009,12.542000000000005,12.409000000000004,23.548000000000012,True
1167,44,68,-76.92,-0.12,0.173,-0.027,-0.011,7.060999999999995,12.122000000000003,13.118999999999998,24.368000000000006,True
1168,44,69,-73.52,-0.41,0.171,-0.037,-0.012,4.670999999999994,11.731999999999989,13.218999999999992,25.227999999999998,True
1169,44,70,-72.1,-0.74,0.157,-0.039,-0.014,6.650999999999998,11.321999999999992,13.878999999999989,26.457999999999995,True
1170,44,71,-68.23,-0.99,0.151,-0.042,-0.011,4.201000000000009,10.852000000000007,14.169000000000002,27.678,True
1171,44,72,-66.47,-1.44,0.145,-0.052,-0.004,6.310999999999995,10.512000000000004,15.359,28.928,True
1172,44,73,-62.01,-1.53,0.13,-0.048,-0.004,3.610999999999999,9.921999999999993,15.588999999999997,29.767999999999997,True
1173,44,74,-59.36,-1.51,0.119,-0.051,0.0,5.421000000000001,9.032,16.139000000000003,30.347999999999995,True
1174,44,75,-54.46,-1.55,0.099,-0.039,-0.003,3.171000000000001,8.592000000000002,16.169000000000004,30.907999999999998,True
1175,44,76,-51.75,-1.9,0.09,-0.042,0.003,5.360999999999999,8.532,16.779000000000003,31.618,True
1176,44,77,-46.74,-2.22,0.072,-0.034,0.0,3.0610000000000017,8.422,16.789,32.178,True
1177,44,78,-43.77,-2.7,0.06,-0.037,0.008,5.101000000000001,8.162000000000003,17.389000000000003,32.828,True
1178,44,79,-38.74,-3.37,0.043,-0.025,0.004,3.0409999999999986,8.142,17.409,33.418000000000006,True
1179,44,80,-35.68,-4.14,0.03,-0.018,0.005,5.0109999999999975,8.051999999999996,17.999000000000002,34.078,True
1180,44,81,-30.67,-5.18,0.015,-0.007,0.0,3.0610000000000017,8.072,18.089,34.748000000000005,True
1181,44,82,-27.64,-6.36,0.004,0.0,0.0,5.040999999999999,8.102,18.709000000000003,35.458,True
1182,44,83,-20.25,-5.34,0.014,0.009,0.0,0.6809999999999992,5.721999999999998,18.719,36.007999999999996,True
1183,44,84,-14.78,-4.44,0.026,0.015,0.001,2.600999999999999,3.2819999999999983,19.229,36.558,True
1184,44,85,-7.35,-3.71,0.038,0.023,0.001,0.641,3.241999999999999,19.219,37.098,True
1185,44,86,-1.7,-2.95,0.047,0.019,-0.006,2.4210000000000003,3.0619999999999994,19.698999999999998,37.617999999999995,True
1186,44,87,5.95,-2.32,0.055,0.012,-0.014,0.4209999999999994,2.8419999999999987,19.679000000000002,38.218,True
1187,44,88,11.92,-1.56,0.067,0.026,-0.005,2.101,2.5220000000000002,20.198999999999998,38.757999999999996,True
1188,44,89,19.78,-1.02,0.075,0.022,-0.008,0.21099999999999852,2.3119999999999976,20.308999999999997,39.438,True
1189,44,90,25.86,-0.46,0.081,0.02,-0.011,1.9910000000000014,2.202,20.809000000000005,39.94799999999999,True
1190,44,91,33.91,-0.01,0.091,0.02,-0.012,0.021000000000002572,2.012000000000004,20.899000000000008,40.528000000000006,True
1191,44,92,40.17,0.42,0.092,0.012,-0.014,1.8109999999999946,1.8319999999999972,21.359,41.018,True
1192,44,93,48.5,0.87,0.105,0.023,-0.011,-0.25899999999999856,1.551999999999996,21.249000000000002,41.397999999999996,False
1193,44,94,54.84,1.1,0.116,0.029,-0.012,1.7309999999999963,1.4719999999999978,21.76899999999999,41.928,True
1194,44,95,63.14,1.26,0.13,0.044,-0.01,-0.22899999999999743,1.501999999999999,21.789,42.418000000000006,False
1195,44,96,69.58,1.3,0.137,0.042,-0.013,1.631000000000002,1.4020000000000046,22.308999999999997,42.988,True
1196,44,97,77.99,1.32,0.142,0.04,-0.013,-0.33899999999999686,1.2920000000000051,22.319000000000003,43.45800000000001,False
1197,44,98,84.63,1.29,0.148,0.04,-0.016,1.4309999999999992,1.0920000000000023,22.829000000000008,44.00800000000001,True
1198,44,99,93.21,1.24,0.151,0.035,-0.015,-0.5089999999999986,0.9220000000000006,22.88900000000001,44.53800000000001,False
1199,44,100,100.04,1.15,0.157,0.029,-0.02,1.2409999999999872,0.7319999999999887,23.328999999999994,45.068,True
1200,44,101,108.84,1.07,0.158,0.023,-0.022,-0.7289999999999974,0.5119999999999898,23.339,45.587999999999994,False
1201,44,102,115.9,0.95,0.16,0.016,-0.023,1.0109999999999975,0.28200000000000003,23.819000000000003,46.147999999999996,True
1202,44,103,124.89,0.84,0.163,0.01,-0.026,-0.9189999999999952,0.0920000000000023,23.869,46.757999999999996,False
1203,44,104,132.22,0.76,0.164,0.001,-0.027,0.7410000000000014,-0.17799999999999372,24.379000000000005,47.268,False
1204,45,43,-39.02,-1.76,0.104,-0.02,-0.013,14.771000000000003,32.022000000000006,-0.9909999999999943,0.7980000000000054,False
1205,45,44,-47.44,-2.38,0.105,-0.019,-0.012,16.490999999999993,31.261999999999997,-0.8209999999999997,2.7880000000000003,False
1206,45,45,-53.1,-3.06,0.104,-0.022,-0.014,13.731000000000003,30.221999999999998,0.8790000000000031,4.648,True
1207,45,46,-59.69,-3.26,0.091,-0.029,-0.008,14.660999999999996,28.392,1.3289999999999917,5.8580000000000005,True
1208,45,47,-63.53,-3.45,0.076,-0.035,0.001,11.911000000000003,26.572,2.0589999999999957,6.668000000000003,True
1209,45,48,-69.08,-3.77,0.05,-0.03,0.007,13.620999999999997,25.532,2.108999999999993,7.418000000000003,True
1210,45,49,-72.6,-4.41,0.024,-0.012,0.004,11.590999999999996,25.211999999999993,2.858999999999993,8.247999999999987,True
1211,45,50,-78.08,-5.46,0.006,0.0,0.0,13.551000000000004,25.142,2.9989999999999934,9.147999999999993,True
1212,45,51,-79.34,-4.59,0.022,0.013,0.002,9.331000000000005,22.88200000000001,3.7190000000000065,9.998000000000001,True
1213,45,52,-82.4,-3.97,0.04,0.017,-0.004,11.131000000000002,20.462000000000007,3.849000000000002,10.868000000000006,True
1214,45,53,-83.21,-3.35,0.055,0.016,-0.008,8.880999999999988,20.01199999999999,4.568999999999987,11.707999999999995,True
1215,45,54,-85.59,-2.77,0.07,0.013,-0.009,10.45100000000001,19.331999999999997,4.679,12.588000000000005,True
1216,45,55,-85.72,-2.14,0.075,0.006,-0.008,8.200999999999995,18.652000000000005,5.278999999999995,13.328,True
1217,45,56,-87.49,-1.63,0.081,0.0,-0.007,9.840999999999996,18.04199999999999,5.368999999999998,14.127999999999997,True
1218,45,57,-87.23,-1.24,0.094,-0.004,-0.015,7.811000000000009,17.652000000000005,6.159000000000004,15.008000000000006,True
1219,45,58,-88.43,-0.81,0.1,-0.011,-0.015,9.271000000000003,17.08200000000001,6.189000000000005,15.838000000000005,True
1220,45,59,-87.54,-0.38,0.103,-0.017,-0.013,7.180999999999999,16.452,6.869000000000012,16.59800000000001,True
1221,45,60,-88.15,0.03,0.104,-0.021,-0.011,8.681,15.861999999999998,6.909000000000004,17.278000000000002,True
1222,45,61,-86.78,0.37,0.11,-0.027,-0.01,6.700999999999995,15.381999999999994,7.558999999999996,17.907999999999998,True
1223,45,62,-86.97,0.61,0.111,-0.029,-0.005,8.260999999999997,14.961999999999993,7.679,18.688,True
1224,45,63,-85.15,0.86,0.12,-0.02,-0.01,6.2510000000000066,14.512000000000004,8.229000000000012,19.198000000000004,True
1225,45,64,-85.07,0.82,0.163,0.011,-0.004,7.990999999999987,14.241999999999994,8.238999999999988,19.897999999999993,True
1226,45,65,-83.13,0.67,0.166,0.002,-0.004,6.131000000000002,14.12199999999999,8.888999999999994,20.627999999999997,True
1227,45,66,-82.62,0.52,0.165,-0.009,-0.005,7.561000000000009,13.69200000000001,8.969000000000007,21.308000000000003,True
1228,45,67,-80.28,0.28,0.168,-0.017,-0.007,5.730999999999996,13.292000000000005,9.638999999999994,22.048,True
1229,45,68,-79.38,0.03,0.171,-0.027,-0.01,7.170999999999994,12.90199999999999,9.748999999999993,22.86799999999999,True
1230,45,69,-76.6,-0.24,0.168,-0.038,-0.01,5.290999999999999,12.461999999999993,10.368999999999998,23.58799999999999,True
1231,45,70,-75.27,-0.55,0.149,-0.034,-0.01,6.741000000000001,12.032,10.459000000000001,24.33799999999999,True
1232,45,71,-72.11,-0.89,0.148,-0.043,-0.007,4.911000000000003,11.652000000000005,11.168999999999995,25.337999999999997,True
1233,45,72,-70.53,-1.4,0.139,-0.048,-0.004,6.491000000000001,11.402000000000005,11.349000000000002,26.708000000000002,True
1234,45,73,-67.17,-1.97,0.125,-0.051,0.001,4.711,11.202000000000002,12.449000000000003,28.038,True
1235,45,74,-64.98,-2.32,0.119,-0.052,0.0,5.881000000000002,10.592000000000002,12.909000000000004,29.048000000000005,True
1236,45,75,-60.69,-2.37,0.102,-0.044,0.0,3.7809999999999935,9.661999999999995,13.518999999999997,29.688,True
1237,45,76,-58.05,-2.68,0.088,-0.04,0.002,5.430999999999999,9.211999999999993,13.588999999999997,30.368,True
1238,45,77,-53.59,-2.96,0.074,-0.035,0.003,3.611000000000006,9.042000000000005,14.139000000000001,30.928,True
1239,45,78,-50.73,-3.46,0.063,-0.033,0.006,5.210999999999993,8.822,14.248999999999993,31.637999999999995,True
1240,45,79,-46.22,-4.05,0.043,-0.024,0.003,3.5610000000000017,8.771999999999995,14.768999999999997,32.178,True
1241,45,80,-43.26,-4.84,0.03,-0.019,0.005,5.110999999999999,8.672,14.868999999999998,32.867999999999995,True
1242,45,81,-38.85,-5.89,0.015,-0.007,0.0,3.661000000000003,8.772000000000002,15.469,33.558,True
1243,45,82,-35.91,-7.08,0.004,0.0,0.0,5.130999999999995,8.791999999999998,15.558999999999996,34.268,True
1244,45,83,-29.07,-6.05,0.014,0.009,0.0,1.2310000000000034,6.361999999999998,16.109,34.828,True
1245,45,84,-23.66,-5.11,0.026,0.015,0.001,2.6609999999999996,3.892000000000003,16.169,35.397999999999996,True
1246,45,85,-16.73,-4.32,0.038,0.022,-0.001,1.141,3.8019999999999996,16.669,35.888000000000005,True
1247,45,86,-11.1,-3.51,0.048,0.022,-0.003,2.440999999999999,3.581999999999999,16.689,36.388000000000005,True
1248,45,87,-3.93,-2.8,0.056,0.021,-0.006,0.9009999999999998,3.3419999999999987,17.169,36.848,True
1249,45,88,1.96,-2.05,0.063,0.017,-0.007,2.180999999999999,3.0820000000000007,17.249000000000002,37.44799999999999,True
1250,45,89,9.35,-1.43,0.072,0.014,-0.012,0.681,2.862,17.719,38.02799999999999,True
1251,45,90,15.51,-0.72,0.073,0.008,-0.009,1.9109999999999996,2.5919999999999987,17.639,38.44800000000001,True
1252,45,91,23.02,-0.28,0.084,0.008,-0.017,0.5609999999999999,2.4719999999999995,18.178999999999995,39.078,True
1253,45,92,29.33,0.27,0.091,0.01,-0.014,1.761000000000001,2.322000000000001,18.129000000000005,39.488,True
1254,45,93,37.01,0.61,0.093,-0.001,-0.017,0.391,2.152000000000001,18.779000000000003,40.028000000000006,True
1255,45,94,43.6,1.14,0.111,0.02,-0.015,1.4809999999999963,1.8719999999999963,18.529000000000003,40.29799999999999,True
1256,45,95,51.4,1.32,0.129,0.043,-0.008,0.27100000000000257,1.751999999999999,19.029000000000003,40.818,True
1257,45,96,57.76,1.35,0.136,0.04,-0.012,1.7110000000000003,1.9820000000000029,19.109,41.41799999999999,True
1258,45,97,65.65,1.36,0.143,0.041,-0.013,0.18099999999999206,1.8919999999999924,19.62899999999999,41.94799999999999,True
1259,45,98,72.23,1.33,0.149,0.041,-0.013,1.4910000000000014,1.6719999999999935,19.688999999999993,42.518,True
1260,45,99,80.33,1.3,0.151,0.035,-0.016,-0.028999999999994586,1.4620000000000068,20.168999999999997,43.05800000000001,False
1261,45,100,87.1,1.21,0.156,0.03,-0.019,1.3010000000000037,1.2720000000000091,20.229000000000013,43.55800000000001,True
1262,45,101,95.41,1.14,0.158,0.023,-0.021,-0.23900000000000254,1.0620000000000012,20.71900000000001,44.05800000000001,False
1263,45,102,102.45,1.06,0.161,0.016,-0.024,1.0309999999999935,0.7919999999999909,20.739000000000004,44.55800000000001,True
1264,45,103,110.97,0.97,0.164,0.01,-0.026,-0.4489999999999963,0.5819999999999972,21.209000000000003,45.078,False
1265,45,104,118.32,0.96,0.157,0.0,-0.018,0.7210000000000054,0.2720000000000091,21.189000000000007,45.56800000000001,True
1266,45,105,127.02,0.82,0.159,-0.007,-0.02,-0.6290000000000031,0.0920000000000023,21.729000000000013,46.128,False
1267,45,106,134.5,0.7,0.161,-0.014,-0.021,0.5909999999999958,-0.03800000000000736,21.77900000000001,46.668000000000006,False
1268,45,107,143.46,0.61,0.157,-0.023,-0.015,-0.8890000000000082,-0.2980000000000125,22.21899999999998,47.208,False
1269,46,44,-41.26,-2.66,0.09,-0.025,-0.007,17.220999999999997,32.102,1.109,0.28800000000000026,True
1270,46,45,-47.36,-3.31,0.092,-0.029,-0.008,14.171000000000001,31.392,1.5489999999999977,2.428000000000001,True
1271,46,46,-55.74,-4.02,0.09,-0.034,-0.005,16.451,30.622000000000003,3.339000000000004,4.667999999999996,True
1272,46,47,-59.73,-4.21,0.076,-0.036,0.002,12.060999999999995,28.511999999999997,3.4889999999999954,5.547999999999991,True
1273,46,48,-66.0,-4.47,0.049,-0.029,0.007,14.341000000000003,26.401999999999997,4.209000000000001,6.317999999999994,True
1274,46,49,-69.64,-5.09,0.024,-0.011,0.004,11.711,26.052000000000003,4.329000000000006,7.187999999999999,True
1275,46,50,-75.9,-6.16,0.006,0.0,0.0,14.331000000000005,26.042000000000005,5.109000000000007,8.108,True
1276,46,51,-77.27,-5.26,0.023,0.014,0.001,9.44099999999999,23.771999999999995,5.218999999999992,8.937999999999999,True
1277,46,52,-81.05,-4.61,0.039,0.016,-0.003,11.851,21.29199999999999,5.938999999999991,9.787999999999993,True
1278,46,53,-81.98,-3.97,0.05,0.0,-0.011,9.001000000000007,20.852000000000007,6.05900000000001,10.627999999999997,True
1279,46,54,-84.99,-3.29,0.061,0.003,-0.006,11.08099999999999,20.081999999999997,6.688999999999991,11.367999999999991,True
1280,46,55,-85.19,-2.6,0.065,-0.004,-0.002,8.271000000000003,19.351999999999993,6.758999999999999,12.037999999999993,True
1281,46,56,-87.63,-2.03,0.076,-0.01,-0.008,10.510999999999997,18.782,7.429,12.797999999999998,True
1282,46,57,-87.37,-1.52,0.084,-0.015,-0.011,7.811000000000009,18.322000000000006,7.429,13.588000000000005,True
1283,46,58,-89.24,-1.04,0.088,-0.022,-0.008,9.94099999999999,17.752,8.098999999999988,14.287999999999993,True
1284,46,59,-88.46,-0.61,0.09,-0.025,-0.006,7.290999999999999,17.23199999999999,8.208999999999987,15.078,True
1285,46,60,-89.76,-0.19,0.092,-0.031,-0.003,9.371000000000011,16.66200000000001,8.899,15.808000000000003,True
1286,46,61,-88.44,0.2,0.096,-0.036,-0.002,6.750999999999992,16.122000000000003,8.948999999999996,16.507999999999992,True
1287,46,62,-89.28,0.49,0.096,-0.035,-0.003,8.911000000000003,15.661999999999995,9.599000000000002,17.278000000000002,True
1288,46,63,-87.59,0.71,0.095,-0.034,-0.004,6.381000000000002,15.292000000000005,9.728999999999997,17.95800000000001,True
1289,46,64,-88.0,0.86,0.094,-0.033,-0.005,8.480999999999996,14.861999999999998,10.219000000000007,18.457999999999995,True
1290,46,65,-86.1,0.77,0.164,0.002,-0.004,6.170999999999994,14.65199999999999,10.258999999999999,19.147999999999993,True
1291,46,66,-86.23,0.65,0.164,-0.009,-0.001,8.20100000000001,14.372000000000003,10.899,19.868000000000006,True
1292,46,67,-83.97,0.43,0.169,-0.018,-0.007,5.810999999999995,14.012000000000004,10.978999999999997,20.61799999999999,True
1293,46,68,-83.67,0.23,0.168,-0.027,-0.01,7.771000000000003,13.581999999999997,11.579000000000006,21.328,True
1294,46,69,-80.94,0.0,0.158,-0.028,-0.014,5.340999999999996,13.111999999999998,11.629000000000003,21.998,True
1295,46,70,-80.25,-0.3,0.15,-0.029,-0.007,7.381000000000002,12.721999999999998,12.269000000000004,22.728000000000005,True
1296,46,71,-77.25,-0.71,0.142,-0.037,-0.004,5.071,12.452000000000002,12.429,23.597999999999995,True
1297,46,72,-76.29,-1.22,0.132,-0.042,-0.004,7.111000000000006,12.182000000000006,13.049000000000005,24.398000000000007,True
1298,46,73,-73.03,-1.8,0.122,-0.049,0.003,4.810999999999995,11.922,13.149,25.598000000000003,True
1299,46,74,-71.71,-2.4,0.102,-0.046,0.002,6.750999999999992,11.561999999999987,14.01899999999999,26.927999999999994,True
1300,46,75,-68.2,-3.15,0.101,-0.047,0.003,4.561000000000009,11.312000000000001,14.799000000000005,28.318,True
1301,46,76,-66.31,-3.6,-0.133,-0.013,0.019,6.180999999999999,10.742000000000008,15.549000000000005,29.138,True
1302,46,77,-61.96,-3.91,-0.118,-0.022,0.02,3.7209999999999983,9.901999999999997,15.658999999999997,29.798,True
1303,46,78,-59.61,-4.31,0.065,-0.039,0.01,5.720999999999998,9.441999999999997,16.169000000000004,30.417999999999996,True
1304,46,79,-55.15,-4.89,-0.074,-0.026,0.007,3.610999999999999,9.331999999999997,16.219,30.987999999999996,True
1305,46,80,-52.77,-5.67,0.03,-0.019,0.005,5.691000000000004,9.302000000000003,16.799000000000007,31.668000000000003,True
1306,46,81,-48.44,-6.73,0.015,-0.008,0.0,3.7409999999999943,9.431999999999999,16.878999999999998,32.348,True
1307,46,82,-46.11,-7.94,0.004,0.0,0.0,5.741000000000001,9.481999999999996,17.489000000000004,33.048,True
1308,46,83,-39.31,-6.88,0.014,0.009,0.0,1.2710000000000026,7.012000000000004,17.529000000000003,33.638000000000005,True
1309,46,84,-34.45,-5.92,0.026,0.015,0.001,3.2110000000000003,4.482000000000003,18.079,34.248000000000005,True
1310,46,85,-27.53,-5.08,0.037,0.02,-0.002,1.150999999999998,4.361999999999998,18.089,34.757999999999996,True
1311,46,86,-22.41,-4.22,0.045,0.015,-0.006,2.9509999999999987,4.101999999999997,18.599,35.288,True
1312,46,87,-15.21,-3.42,0.052,0.013,-0.006,0.8710000000000004,3.821999999999999,18.569000000000003,35.738,True
1313,46,88,-9.77,-2.57,0.055,0.006,-0.005,2.6309999999999985,3.501999999999999,19.019,36.268,True
1314,46,89,-2.42,-1.93,0.065,0.005,-0.01,0.7210000000000001,3.3519999999999985,19.058999999999997,36.778000000000006,True
1315,46,90,3.27,-1.14,0.065,-0.001,-0.008,2.3810000000000002,3.1020000000000003,19.529,37.168,True
1316,46,91,10.84,-0.59,0.075,-0.003,-0.012,0.5009999999999994,2.8819999999999997,19.469,37.647999999999996,True
1317,46,92,16.71,0.06,0.076,-0.007,-0.01,2.2009999999999987,2.701999999999998,19.909,38.038,True
1318,46,93,24.49,0.55,0.082,-0.012,-0.011,0.29100000000000215,2.492000000000001,19.808999999999997,38.588,True
1319,46,94,30.49,1.03,0.084,-0.016,-0.01,2.0709999999999997,2.362000000000002,20.399,38.928000000000004,True
1320,46,95,38.4,1.37,0.128,0.039,-0.009,0.1609999999999996,2.2319999999999993,20.289,39.318,True
1321,46,96,44.28,1.43,0.135,0.039,-0.011,2.190999999999997,2.3519999999999968,20.769,39.878,True
1322,46,97,52.14,1.46,0.141,0.039,-0.013,0.2110000000000003,2.4019999999999975,20.799000000000007,40.428,True
1323,46,98,58.2,1.43,0.147,0.04,-0.012,2.0109999999999975,2.2219999999999978,21.319000000000003,41.007999999999996,True
1324,46,99,66.23,1.37,0.151,0.035,-0.016,0.04099999999999859,2.051999999999996,21.388999999999996,41.55799999999999,True
1325,46,100,72.5,1.28,0.156,0.03,-0.019,1.8010000000000037,1.8420000000000023,21.888999999999996,42.11800000000001,True
1326,46,101,80.76,1.2,0.158,0.023,-0.021,-0.18900000000000539,1.6119999999999983,21.938999999999993,42.658,False
1327,46,102,87.3,1.12,0.161,0.016,-0.023,1.5310000000000077,1.3420000000000023,22.439000000000007,43.17800000000001,True
1328,46,103,95.8,1.06,0.163,0.009,-0.026,-0.42900000000000027,1.1020000000000074,22.459000000000003,43.668000000000006,False
1329,46,104,102.63,1.01,0.16,0.001,-0.021,1.2410000000000014,0.8120000000000012,22.979,44.168000000000006,True
1330,46,105,111.37,0.95,0.159,-0.006,-0.019,-0.6690000000000094,0.5719999999999921,22.938999999999993,44.668000000000006,False
1331,46,106,118.42,0.89,0.157,-0.015,-0.015,1.0210000000000026,0.3519999999999932,23.369,45.14800000000001,True
1332,46,107,127.39,0.83,0.153,-0.024,-0.013,-0.8989999999999991,0.12200000000000344,23.35900000000001,45.57799999999999,False
1333,46,108,134.58,0.68,0.158,-0.029,-0.018,0.8809999999999878,-0.01800000000001134,23.898999999999987,46.24799999999999,False
1334,46,109,143.76,0.62,0.15,-0.04,-0.007,-1.1089999999999787,-0.22799999999999088,23.889000000000024,46.648000000000025,False
1335,47,45,-38.75,-3.56,0.076,-0.035,0.0,14.880999999999998,32.152,-1.3209999999999997,0.22799999999999798,False
1336,47,46,-47.27,-4.27,0.075,-0.035,0.002,16.591,31.472,-1.1809999999999992,2.158000000000005,False
1337,47,47,-53.1,-5.07,0.073,-0.04,0.005,13.900999999999998,30.492,0.6590000000000042,4.148,True
1338,47,48,-59.82,-5.31,0.048,-0.028,0.005,14.790999999999999,28.691999999999997,1.109,5.318000000000001,True
1339,47,49,-64.21,-5.94,0.024,-0.012,0.003,12.460999999999993,27.251999999999992,1.8589999999999929,6.187999999999999,True
1340,47,50,-70.58,-6.96,0.006,0.0,0.0,14.441000000000004,26.901999999999997,1.9689999999999923,7.077999999999999,True
1341,47,51,-72.69,-6.07,0.022,0.013,0.001,10.181,24.622000000000003,2.7090000000000014,7.927999999999994,True
1342,47,52,-76.54,-5.36,0.037,0.01,-0.005,11.921000000000008,22.102000000000007,2.779000000000009,8.718,True
1343,47,53,-78.17,-4.7,0.045,-0.001,-0.007,9.700999999999995,21.622000000000003,3.4789999999999974,9.538000000000007,True
1344,47,54,-81.28,-3.97,0.053,-0.008,-0.005,11.181,20.881999999999994,3.579000000000006,10.267999999999997,True
